statement_id,key,value
1760,"Please tell me how your ability as a household to earn money and/or payment in kind from non-farming activities has changed in the last three years, if at all.","In addition to income from farming activity, I earn money by renting out my donkey for transportation services including like fetching water."
1761,Overall how has the amount you earn as cash or in kind income as a household changed over this time?,Increased
1762,"Overall, how do you feel your household’s ability to control/choose the way your household earns income has changed?",Better
1763,"Please tell me how what you spend money on as a household has changed during the last three years, if at all.","During the last years, I have spent more money to contribute to ‘Equib’ (traditional saving institution). I am contributing money monthly and yearly for Equib. Moreover, I have been spending money to buy variety of food items, clothes and outfit to my kids. I have been saving money with Equib. I am member of three Equib, one is 8000 birr Equip, and the others are 11000 birr and 14000 birr Equib. I have not borrowed money during this period. I feel like my total value of my asset has gone up over the period. Our income is greater than our expenditure and as a result we managed to possess many things during the last three years."
1764,"Overall, how has what you as a household can purchase with money changed over the period?",Increased
1765,What is the main reason for any change?,"I know it is increased because I am able to undertake so many things like building new house, buying household assets. Improvement in farming activity helped us to improve household income. It also played crucial roles in what we can purchase with our money during the last three years."
1766,"Please tell me how relationships within your household have changed in the past three years, if at all.","There is no change in relationship within my household in the past three years. Since earlier times I have been supporting my husband in his agricultural work such as harvesting and sowing. While he is working on the farm, I will get him lunch and coffee."
1767,Overall how do you feel that relationships within your household have changed…,No change
1768,What is the main reason for any change?,NA
1769,"Please tell me how your relationships with others living in this community have changed during the period, if at all.","My community involvement is not strong. I have not assumed any responsibility in the community over the last three years because I am a busy, hard-working lady. I often spend my time on my farmland and home. The community does not often work together. Everybody is busy with their own life."
1770,Do you feel that there has been any change in the way people in the community work together?,It has been the same. Nothing has changed during this period.
1771,Overall how do you feel that community relations and decision-making have changed over the past three years?,Not sure
1772,What is the main reason for any change?,NA
1773,"If we consider wellbeing as including your physical, emotional, mental and spiritual health, overall, taking all things into account, how do you think the wellbeing of your household has changed during the past three years?",Better
1774,"How hopeful are you for the future, do you feel your wellbeing will improve?","I am very hopeful. I know things will get better and better. We are building new houses, and increase in total assets will likely improve our life further."
1775,"Please list the most important links you have with organisations inside or outside of your village. For example: community interest groups, charities, religious groups or government representatives.",NA
1776,"Important links to organisations, activity & change",Important link to No organization was stated -
1777,"Important links to organisations, activity & change",Important link to  -
1778,"Important links to organisations, activity & change",Important link to  -
1779,"Important links to organisations, activity & change",Important link to  -
1780,"Important links to organisations, activity & change",Important link to  -
1781,"Important links to organisations, activity & change",Important link to  -
1782,"Important links to organisations, activity & change",Important link to  -
1783,"Important links to organisations, activity & change",Important link to  -
1784,"Important links to organisations, rank",-
1785,"Important links to organisations, rank",-
1786,"Important links to organisations, rank",-
1787,"Important links to organisations, rank",-
1788,"Important links to organisations, rank",-
1789,"Important links to organisations, rank",-
1790,"Important links to organisations, rank",-
1791,"Important links to organisations, rank",-
1792,"Don’t forget to thank the interviewee for their participation, and invite them to ask you any questions they have. Note down what these are.",What is the reason behind this interview? Why are you conducting this interview?
1793,Note down any of your own observations which you think are relevant.,"I had already explained to the interviewee about the purpose of the interview. Nevertheless, I have further clarified the reason. I told her we are conducting the interview for research purpose. I have also thanked her for posing the question. Something I have noticed is that she is so honest with her remark. She has very detailed with her answers. Moreover, I realized that there is so much truth in what she has discussed because I have had the opportunity to see her life as the interview conducted at her place."
1794,Household code,KBM-18
1795,Name of kebele,Kuto Sorfela
1796,Name of interviewer,Enguday Meskele
1797,Date of interview,01/09/2019
1798,Start time of interview  (hh:mm),02:20
1799,End time of interview (hh:mm),03:05
1800,Duration of interview (in minutes),45
1801,Please can you tell me who currently belongs to your household?,NA
1802,What is the age of the main respondent?,42
1803,What is the education of the main respondent?,7
1804,What is the household size (residents > 6months)?,7
1805,How many under 18's in the household?,5
1806,How many under 16's in full time education in the household?,5
1807,Please note down the sex of the head of the household.,Male
1808,Does anyone in the household have a chronic illness or disability?,No
1809,Please tell me about any changes in the health of your household during this period.,"Thanks to God, my family is in good health over the last three years. We have access to health care center. The health sector has educated us about hygiene and sanitary practice, and prevention of malaria. Moreover, all of my children are attending schools. We have also had access to clean water for drinking and other household purpose."
1810,"Overall, how has the income your family earns from farming changed during the past three years?",Got worse
1811,Over the past three years do you think that the amount of food that your household eats during the hungry season has…,Decreased
1812,"Overall, during this period do you think that the quality and/or variety of food that your household eats during the hungry season has…",No change
1813,What is the main reason for any change?,"It has been the same food stuffs. We have been eating ‘Enjera’, maize and other stuffs."
1814,"Please tell me how your ability as a household to earn money and/or payment in kind from non-farming activities has changed in the last three years, if at all.",My wife is a trader. I am also business man; I am retailer of crops like teff. Doing business is another source of income for my household.
1815,Overall how has the amount you earn as cash or in kind income as a household changed over this time?,Decreased
1816,"Overall, how do you feel your household’s ability to control/choose the way your household earns income has changed?",Worse
1817,"Please tell me about any significant purchases you have made for possessions, or investments you have made for improvements to your property or land in the past three years?",I did not make any significant purchase or investment over the last three years. Even I sold my livestock to cover living expenses.
1818,"Overall, how has what you as a household can purchase with money changed over the period?",No change
1819,What is the main reason for any change?,NA
1820,"Please tell me how relationships within your household have changed in the past three years, if at all.",The relationship within my household has been the same over the last three years. I have good relationship with my wife and my children. My wife as well as my children is very supportive. We love and respect each other. My kids help me with farming. We often discuss and decide on issues concern to the family.
1821,Overall how do you feel that relationships within your household have changed…,No change
1822,What is the main reason for any change?,NA
1823,"Please tell me how your relationships with others living in this community have changed during the period, if at all.","Yes, I have assumed responsibility in ‘Idir’. We have good relationship with others in the village. The community assists each other in agricultural work like weeding, sowing and harvesting. However, the problem is bad weather affecting all of us."
1824,Do you feel that there has been any change in the way people in the community work together?,Nothing has changed over the last three years.
1825,Overall how do you feel that community relations and decision-making have changed over the past three years?,No change
1826,What is the main reason for any change?,NA
1827,"If we consider wellbeing as including your physical, emotional, mental and spiritual health, overall, taking all things into account, how do you think the wellbeing of your household has changed during the past three years?",Worse
1828,"How hopeful are you for the future, do you feel your wellbeing will improve?","I have faith in God. I hope God will fix it. God will never let me down. I hope things will get better on future. I am sending my children to school. One day, they will be able to support us back."
1829,"Please list the most important links you have with organisations inside or outside of your village. For example: community interest groups, charities, religious groups or government representatives.",NA
1830,"Important links to organisations, activity & change",Important link to no organization was stated -
1831,"Important links to organisations, activity & change",Important link to  -
1832,"Important links to organisations, activity & change",Important link to  -
1833,"Important links to organisations, activity & change",Important link to  -
1834,"Important links to organisations, activity & change",Important link to  -
1835,"Important links to organisations, activity & change",Important link to  -
1836,"Important links to organisations, activity & change",Important link to  -
1837,"Important links to organisations, activity & change",Important link to  -
1838,"Important links to organisations, rank",-
1839,"Important links to organisations, rank",-
1840,"Important links to organisations, rank",-
1841,"Important links to organisations, rank",-
1842,"Important links to organisations, rank",-
1843,"Important links to organisations, rank",-
1844,"Important links to organisations, rank",-
1845,"Important links to organisations, rank",-
1846,"Don’t forget to thank the interviewee for their participation, and invite them to ask you any questions they have. Note down what these are.","I am not clear with the aim of your interview. We are struggling to cope up with life. For example, we don’t have high schools on our nearby village. So, what is the intention of this interview? Are you going to improve the community life at the end of the day? [Here I have explained why I have conducted the interview. Then the interviewee went on to ask the following.] There are so many challenges that the community in Kuto Sorpela are facing. The community has still serious problems with regard to public services like health services, educational facilities and so on. Of course, we have access to clean water for drinking and other uses. We have been putting efforts to improve life but our life remained the same in this period. The bad weather condition coupled with the small size of my farmland hindered productivity. So, if you are planning to support us in case, please do."
1847,Note down any of your own observations which you think are relevant.,"The interviewee looks very confident. He discussed freely and explained everything. However, I feel like he has exaggerated some of the facts. Perhaps, he thought the interview is linked to certain organization planning to provide support to member of the community at some point in time."
1848,Household code,KBF-27
1849,Name of kebele,Kuto Sorfela
1850,Name of interviewer,Enguday Meskele
1851,Date of interview,01/09/2019
1852,Start time of interview  (hh:mm),15:10
1853,End time of interview (hh:mm),15:45
1854,Duration of interview (in minutes),35
1855,Please can you tell me who currently belongs to your household?,NA
1856,What is the age of the main respondent?,25
1857,What is the education of the main respondent?,3
1858,What is the household size (residents > 6months)?,5
1859,How many under 18's in the household?,4
1860,How many under 16's in full time education in the household?,2
1861,Please note down the sex of the head of the household.,Male
1862,Does anyone in the household have a chronic illness or disability?,No
1863,Please tell me about any changes in the health of your household during this period.,"During the last three years, my family has not faced any problem with respect to health. I am also sending my children to school. Hygiene and sanitary practice has been good as well. We have access to clean water for drinking and other uses. We have no problems concerning health, or hygiene and sanitation. These days, our only problem is the dispute we have over our farmland."
1864,Has anything changed in the way you farm for home consumption or income in the last three years?,"We have been producing coffee, maize, wheat, teff and peas. Currently, we are producing coffee and potatoes in higher quantity. I have been growing vegetables. I have two ox, cow and two sheep. We have been producing coffee for market in order to earn money. Farming production has been increased over the past three years."
1865,"Overall, how has the income your family earns from farming changed during the past three years?",Improved
1866,What is the main reason for any change?,Our income has been improved due to improvement in farming activity. We have been producing for market that improved our household income.
1867,Over the past three years do you think that the amount of food that your household eats during the hungry season has…,Increased
1868,What is the main reason for any change?,The amount of food my household eats during this period has been increased because we managed to produce enough for household consumption.
1869,"Overall, during this period do you think that the quality and/or variety of food that your household eats during the hungry season has…",Improved
1870,What is the main reason for any change?,We have been eating ‘enjera’ and food item bought from market in addition to farming products we use for household consumption.
1871,"Please tell me how your ability as a household to earn money and/or payment in kind from non-farming activities has changed in the last three years, if at all.",I am not involved in any other activity to earn money during this period.
1872,Overall how has the amount you earn as cash or in kind income as a household changed over this time?,Increased
1873,"Overall, how do you feel your household’s ability to control/choose the way your household earns income has changed?",Better
1874,What is the main reason for any change?,My household ability to choose the way my household earns income has been getting better because of improvement in agricultural activity.
1875,"Please tell me how what you spend money on as a household has changed during the last three years, if at all.","I have spent money to buy food items for consumption. I am also spending to cover other household expenses like buying food oil, salt and other stuffs. I am saving 50 birr per week. I have not borrowed during this period. I could say my total asset has gone up. We have built house over the past three years. We have also managed to possess more livestock."
1876,"Please tell me how what you spend money on as a household has changed during the last three years, if at all.","I have spent money to buy food items for consumption. I am also spending to cover other household expenses like buying food oil, salt and other stuffs. I am saving 50 birr per week. I have not borrowed during this period. I could say my total asset has gone up. We have built house over the past three years. We have also managed to possess more livestock."
1877,"Please tell me about any significant purchases you have made for possessions, or investments you have made for improvements to your property or land in the past three years?","Yes, we have made significant purchase because we bought ox and cow for milking. Moreover, we have built house in the past three years. The main reason behind increment in asset is improvement of household income we obtain from farming activities."
1878,"Overall, how has what you as a household can purchase with money changed over the period?",No change
1879,What is the main reason for any change?,NA
1880,"Please tell me how relationships within your household have changed in the past three years, if at all.",My husband and I have good relationship in the last three years. It has been the same during this period. We support each other to improve life. We often discuss and decide together.
1881,Overall how do you feel that relationships within your household have changed…,No change
1882,What is the main reason for any change?,NA
1883,"Please tell me how your relationships with others living in this community have changed during the period, if at all.","We have good relationship with our neighbors. I have not assumed any new responsibility during the last three years. We have no problem with others in the village except the legal dispute with people who linked to an organization called ‘Sendika’. The latter instituted a suit claiming that part of our farming land belongs to the organization called Sendika but it is wrong allegation. Apart from this issue, we have no other problems with others."
1884,Do you feel that there has been any change in the way people in the community work together?,It has been the same during the last three years.
1885,Overall how do you feel that community relations and decision-making have changed over the past three years?,No change
1886,What is the main reason for any change?,NA
1887,"If we consider wellbeing as including your physical, emotional, mental and spiritual health, overall, taking all things into account, how do you think the wellbeing of your household has changed during the past three years?",Better
1888,"How hopeful are you for the future, do you feel your wellbeing will improve?",I am hopeful that things will get better in the future.
1889,"Please list the most important links you have with organisations inside or outside of your village. For example: community interest groups, charities, religious groups or government representatives.",NA
1890,"Important links to organisations, activity & change",Important link to No organization was stated -
1891,"Important links to organisations, activity & change",Important link to  -
1892,"Important links to organisations, activity & change",Important link to  -
1893,"Important links to organisations, activity & change",Important link to  -
1894,"Important links to organisations, activity & change",Important link to  -
1895,"Important links to organisations, activity & change",Important link to  -
1896,"Important links to organisations, activity & change",Important link to  -
1897,"Important links to organisations, activity & change",Important link to  -
1898,"Important links to organisations, rank",-
1899,"Important links to organisations, rank",-
1900,"Important links to organisations, rank",-
1901,"Important links to organisations, rank",-
1902,"Important links to organisations, rank",-
1903,"Important links to organisations, rank",-
1904,"Important links to organisations, rank",-
1905,"Important links to organisations, rank",-
1906,"Don’t forget to thank the interviewee for their participation, and invite them to ask you any questions they have. Note down what these are.",My question is why these people brought this wrong claim? What is their legal base to do so?
1907,Note down any of your own observations which you think are relevant.,The interviewee discussed freely though she finally posed question unrelated to the interview .
1908,Household code,KBF-28
1909,Name of kebele,Kuto Sorfela
1910,Name of interviewer,Enguday Meskele
1911,Date of interview,01/09/2019
1912,Start time of interview  (hh:mm),16:00
1913,End time of interview (hh:mm),16:35
1914,Duration of interview (in minutes),35
1915,Please can you tell me who currently belongs to your household?,NA
1916,What is the age of the main respondent?,32
1917,What is the education of the main respondent?,3
1918,What is the household size (residents > 6months)?,6
1919,How many under 18's in the household?,4
1920,How many under 16's in full time education in the household?,4
1921,Please note down the sex of the head of the household.,Male
1922,Does anyone in the household have a chronic illness or disability?,No
1923,Has anything changed in the way you farm for home consumption or income in the last three years?,"During the last three years, farming production has been diminishing. We have been producing maize, potatoes, coffee, fruits and false banana products. However, we are producing those crops in lesser quantity this year. I have one ox. Agricultural activity has been disappointing. Others in our neighborhood produce more compared to us because they have large farming land. The size of our farming land is very small. There are no new activities that I have started doing so as to increase my food production."
1924,"Overall, how has the income your family earns from farming changed during the past three years?",Got worse
1925,What is the main reason for any change?,"We have been producing lesser and lesser over the last three years due to decline of farming production. For instance, last time we have sowed teff but it had been lost. Though we have produced maize, coffee and potatoes, we couldn’t produce those crops in higher quantity. Even we have used fertilizer to increase productivity but it did not help much. Thus, for the most part we produce for household consumption."
1926,Over the past three years do you think that the amount of food that your household eats during the hungry season has…,No change
1927,What is the main reason for any change?,NA
1928,"Overall, during this period do you think that the quality and/or variety of food that your household eats during the hungry season has…",No change
1929,What is the main reason for any change?,NA
1930,"Please tell me how your ability as a household to earn money and/or payment in kind from non-farming activities has changed in the last three years, if at all.",Major source of our income is farming products. We don’t have any other additional source of income. But I do small business.
1931,Overall how has the amount you earn as cash or in kind income as a household changed over this time?,Decreased
1932,"Overall, how do you feel your household’s ability to control/choose the way your household earns income has changed?",Worse
1933,What is the main reason for any change?,"My household income has decreased over the past three years. Even if I am doing business, it is not that much profitable. Similarly, farming activity has not been productive."
1934,"Please tell me how what you spend money on as a household has changed during the last three years, if at all.","I have spent money to cover costs related to my children’s education including house rent. My elder daughter is attending secondary school in another town. I also contribute to pay for ‘Idir’. I have been spending money to cover living expense. I have borrowed 1000 birr with aim of starting business and to cover costs related to my children’s education. During the last three years, we have managed to repair our house though we didn’t able to possess more livestock."
1935,"Please tell me about any significant purchases you have made for possessions, or investments you have made for improvements to your property or land in the past three years?",I have not made any significant purchase or investment except repairing our house.
1936,"Overall, how has what you as a household can purchase with money changed over the period?",No change
1937,What is the main reason for any change?,NA
1938,"Please tell me how relationships within your household have changed in the past three years, if at all.",Relationship within my household is good. It has been the same. Since earlier time we have been doing things through discussion. We have shared responsibility.  Both my husband and I have been working hard to improve our family life. He does not drink alcohol. He has no personality problem. We respect each other.
1939,Overall how do you feel that relationships within your household have changed…,No change
1940,What is the main reason for any change?,NA
1941,"Please tell me how your relationships with others living in this community have changed during the period, if at all.","We have good relationship with others within the village. I have not assumed any role in the community during the last three years. But I am member of Idir. Those people who are working in the Kebele administration don’t invite us to take part in community activity. They often involve those who are their relative or close friends. The community members take part in various development activities. This year, the community has contributed in-cash and in-kind to build community school."
1942,Do you feel that there has been any change in the way people in the community work together?,"It has been the same during the last three years. Everybody works individually to improve his/her family life. Of course, there has been some community based efforts/activity. For example, like contributing money to build social services like school."
1943,Overall how do you feel that community relations and decision-making have changed over the past three years?,No change
1944,What is the main reason for any change?,NA
1945,"If we consider wellbeing as including your physical, emotional, mental and spiritual health, overall, taking all things into account, how do you think the wellbeing of your household has changed during the past three years?",Worse
1946,Please explain your answer. Are there specific things you can think of that have happened to improve/reduce your feeling of wellbeing during the period?,"Although we are working hard in relation to agricultural work, we could not able to make significant change in our life. For example, we have not owned proprieties."
1947,"How hopeful are you for the future, do you feel your wellbeing will improve?",I hope things will get better. I am holding on to God.
1948,"Please list the most important links you have with organisations inside or outside of your village. For example: community interest groups, charities, religious groups or government representatives.",NA
1949,"Important links to organisations, activity & change",Important link to no organization was stated -
1950,"Important links to organisations, activity & change",Important link to  -
1951,"Important links to organisations, activity & change",Important link to  -
1952,"Important links to organisations, activity & change",Important link to  -
1953,"Important links to organisations, activity & change",Important link to  -
1954,"Important links to organisations, activity & change",Important link to  -
1955,"Important links to organisations, activity & change",Important link to  -
1956,"Important links to organisations, activity & change",Important link to  -
1957,"Important links to organisations, rank",-
1958,"Important links to organisations, rank",-
1959,"Important links to organisations, rank",-
1960,"Important links to organisations, rank",-
1961,"Important links to organisations, rank",-
1962,"Important links to organisations, rank",-
1963,"Important links to organisations, rank",-
1964,"Important links to organisations, rank",-
1965,"Don’t forget to thank the interviewee for their participation, and invite them to ask you any questions they have. Note down what these are.","So many people in my village have a link with one organization or the other. For instance, some are involved in programme like safety-Net. Others are also benefited by taking part in government sponsored meetings. But I don’t have any link with any kind of organization. So I am just wondering if there are such things planned on your side. And I want you to consider me for any future help or programme."
1966,Note down any of your own observations which you think are relevant.,"The interviewee has felt free in discussing experience of her side. However, it seems that she has been withholding some information and exaggerating others. Moreover, she pretends to be more needy than she really is. Maybe, it is because that she thought the interview is linked to upcoming government program that aimed to support the indigenous members of the community."
1967,question_text,Please tell me about any changes in the health of your household during this period.
1968,question_text,Has anything changed in the way you farm for home consumption or income in the last three years?
1969,question_text,"Please tell me how your ability as a household to earn money and/or payment in kind from non-farming activities has changed in the last three years, if at all."
1970,question_text,What is the main reason for any change?
1971,question_text,"Important links to organisations, activity & change"
1972,question_text,Please tell me about any changes in the health of your household during this period.
1973,question_text,Has anything changed in the way you farm for home consumption or income in the last three years?
1974,question_text,What is the main reason for any change?
1975,question_text,"Please tell me how your ability as a household to earn money and/or payment in kind from non-farming activities has changed in the last three years, if at all."
1976,question_text,What is the main reason for any change?
1977,question_text,"Please tell me how what you spend money on as a household has changed during the last three years, if at all."
1978,question_text,Please tell me about any changes in the health of your household during this period.
1979,question_text,Has anything changed in the way you farm for home consumption or income in the last three years?
1980,question_text,What is the main reason for any change?
1981,question_text,What is the main reason for any change?
1982,question_text,What is the main reason for any change?
1983,question_text,"Please tell me how your ability as a household to earn money and/or payment in kind from non-farming activities has changed in the last three years, if at all."
1984,question_text,What is the main reason for any change?
1985,question_text,"Please tell me about any significant purchases you have made for possessions, or investments you have made for improvements to your property or land in the past three years?"
1986,question_text,What is the main reason for any change?
1987,question_text,Please explain your answer. Are there specific things you can think of that have happened to improve/reduce your feeling of wellbeing during the period?
1988,question_text,"Important links to organisations, activity & change"
1989,question_text,Please tell me about any changes in the health of your household during this period.
1990,question_text,Has anything changed in the way you farm for home consumption or income in the last three years?
1991,question_text,What is the main reason for any change?
1992,question_text,What is the main reason for any change?
1993,question_text,"Please tell me how your ability as a household to earn money and/or payment in kind from non-farming activities has changed in the last three years, if at all."
1994,question_text,"Please tell me how what you spend money on as a household has changed during the last three years, if at all."
1995,question_text,"Please tell me how relationships within your household have changed in the past three years, if at all."
1996,question_text,"Don’t forget to thank the interviewee for their participation, and invite them to ask you any questions they have. Note down what these are."
1997,question_text,Has anything changed in the way you farm for home consumption or income in the last three years?
1998,question_text,"Please tell me how your ability as a household to earn money and/or payment in kind from non-farming activities has changed in the last three years, if at all."
1999,question_text,"Please tell me how what you spend money on as a household has changed during the last three years, if at all."
2000,question_text,"Please tell me how your relationships with others living in this community have changed during the period, if at all."
2001,question_text,What is the main reason for any change?
2002,question_text,Please explain your answer. Are there specific things you can think of that have happened to improve/reduce your feeling of wellbeing during the period?
2003,question_text,Please tell me about any changes in the health of your household during this period.
2004,question_text,Has anything changed in the way you farm for home consumption or income in the last three years?
2005,question_text,What is the main reason for any change?
2006,question_text,"Please tell me how what you spend money on as a household has changed during the last three years, if at all."
2007,question_text,Do you feel that there has been any change in the way people in the community work together?
2008,question_text,Please explain your answer. Are there specific things you can think of that have happened to improve/reduce your feeling of wellbeing during the period?
2009,question_text,Please tell me about any changes in the health of your household during this period.
2010,question_text,Has anything changed in the way you farm for home consumption or income in the last three years?
2011,question_text,What is the main reason for any change?
2012,question_text,What is the main reason for any change?
2013,question_text,"Please tell me how what you spend money on as a household has changed during the last three years, if at all."
2014,question_text,What is the main reason for any change?
2015,question_text,"Please tell me how your relationships with others living in this community have changed during the period, if at all."
2016,question_text,Do you feel that there has been any change in the way people in the community work together?
2017,question_text,Please explain your answer. Are there specific things you can think of that have happened to improve/reduce your feeling of wellbeing during the period?
2018,question_text,Please tell me about any changes in the health of your household during this period.
2019,question_text,Has anything changed in the way you farm for home consumption or income in the last three years?
2020,question_text,What is the main reason for any change?
2021,question_text,"Please tell me how your ability as a household to earn money and/or payment in kind from non-farming activities has changed in the last three years, if at all."
2022,question_text,"Please tell me how what you spend money on as a household has changed during the last three years, if at all."
2023,question_text,"Please tell me how relationships within your household have changed in the past three years, if at all."
2024,question_text,What is the main reason for any change?
2025,question_text,Do you feel that there has been any change in the way people in the community work together?
2026,question_text,Please explain your answer. Are there specific things you can think of that have happened to improve/reduce your feeling of wellbeing during the period?
2027,question_text,Has anything changed in the way you farm for home consumption or income in the last three years?
2028,question_text,What is the main reason for any change?
2029,question_text,Do you feel that there has been any change in the way people in the community work together?
2030,question_text,Please tell me about any changes in the health of your household during this period.
2031,question_text,Has anything changed in the way you farm for home consumption or income in the last three years?
2032,question_text,"Please tell me how your ability as a household to earn money and/or payment in kind from non-farming activities has changed in the last three years, if at all."
2033,question_text,What is the main reason for any change?
2034,question_text,"Please tell me how what you spend money on as a household has changed during the last three years, if at all."
2035,question_text,What is the main reason for any change?
2036,question_text,"Please tell me how your relationships with others living in this community have changed during the period, if at all."
2037,question_text,Please tell me about any changes in the health of your household during this period.
2038,question_text,Has anything changed in the way you farm for home consumption or income in the last three years?
2039,question_text,What is the main reason for any change?
2040,question_text,What is the main reason for any change?
2041,question_text,"Please tell me how your ability as a household to earn money and/or payment in kind from non-farming activities has changed in the last three years, if at all."
2042,question_text,What is the main reason for any change?
2043,question_text,"Please tell me about any significant purchases you have made for possessions, or investments you have made for improvements to your property or land in the past three years?"
2044,question_text,What is the main reason for any change?
2045,question_text,What is the main reason for any change?
2046,question_text,Please explain your answer. Are there specific things you can think of that have happened to improve/reduce your feeling of wellbeing during the period?
2047,question_text,Has anything changed in the way you farm for home consumption or income in the last three years?
2048,question_text,What is the main reason for any change?
2049,question_text,"Please tell me how your ability as a household to earn money and/or payment in kind from non-farming activities has changed in the last three years, if at all."
2050,question_text,"Please tell me how what you spend money on as a household has changed during the last three years, if at all."
2051,question_text,What is the main reason for any change?
2052,question_text,Please tell me about any changes in the health of your household during this period.
2053,question_text,Has anything changed in the way you farm for home consumption or income in the last three years?
2054,question_text,What is the main reason for any change?
2055,question_text,What is the main reason for any change?
2056,question_text,"Please tell me how what you spend money on as a household has changed during the last three years, if at all."
2057,question_text,"Please tell me how your relationships with others living in this community have changed during the period, if at all."
2058,question_text,What is the main reason for any change?
2059,question_text,Please explain your answer. Are there specific things you can think of that have happened to improve/reduce your feeling of wellbeing during the period?
2060,question_text,"How hopeful are you for the future, do you feel your wellbeing will improve?"
2061,question_text,"Important links to organisations, activity & change"
2062,question_text,Please tell me about any changes in the health of your household during this period.
2063,question_text,Has anything changed in the way you farm for home consumption or income in the last three years?
2064,question_text,What is the main reason for any change?
2065,question_text,What is the main reason for any change?
2066,question_text,"Please tell me how what you spend money on as a household has changed during the last three years, if at all."
2067,question_text,What is the main reason for any change?
2068,question_text,Please tell me about any changes in the health of your household during this period.
2069,question_text,What is the main reason for any change?
2070,question_text,What is the main reason for any change?
2071,question_text,"Please tell me how your ability as a household to earn money and/or payment in kind from non-farming activities has changed in the last three years, if at all."
2072,question_text,"Please tell me how what you spend money on as a household has changed during the last three years, if at all."
2073,question_text,"Please tell me about any significant purchases you have made for possessions, or investments you have made for improvements to your property or land in the past three years?"
2074,question_text,"Please tell me how relationships within your household have changed in the past three years, if at all."
2075,question_text,Do you feel that there has been any change in the way people in the community work together?
2076,question_text,What is the main reason for any change?
2077,question_text,Please explain your answer. Are there specific things you can think of that have happened to improve/reduce your feeling of wellbeing during the period?
2078,question_text,"Important links to organisations, activity & change"
2079,question_text,Has anything changed in the way you farm for home consumption or income in the last three years?
2080,question_text,"Please tell me how what you spend money on as a household has changed during the last three years, if at all."
2081,question_text,What is the main reason for any change?
2082,question_text,What is the main reason for any change?
2083,question_text,"Please tell me how what you spend money on as a household has changed during the last three years, if at all."
2084,question_text,Please explain your answer. Are there specific things you can think of that have happened to improve/reduce your feeling of wellbeing during the period?
2085,question_text,Please tell me about any changes in the health of your household during this period.
2086,question_text,Has anything changed in the way you farm for home consumption or income in the last three years?
2087,question_text,What is the main reason for any change?
2088,question_text,"Please tell me how what you spend money on as a household has changed during the last three years, if at all."
2089,question_text,What is the main reason for any change?
2090,question_text,Please tell me about any changes in the health of your household during this period.
2091,question_text,Has anything changed in the way you farm for home consumption or income in the last three years?
2092,question_text,"Please tell me how your ability as a household to earn money and/or payment in kind from non-farming activities has changed in the last three years, if at all."
2093,question_text,"Please tell me how what you spend money on as a household has changed during the last three years, if at all."
2094,question_text,"Please tell me how your relationships with others living in this community have changed during the period, if at all."
2095,question_text,Please explain your answer. Are there specific things you can think of that have happened to improve/reduce your feeling of wellbeing during the period?
2096,question_text,"Important links to organisations, activity & change"
2097,question_text,Please tell me about any changes in the health of your household during this period.
2098,question_text,Has anything changed in the way you farm for home consumption or income in the last three years?
2099,question_text,What is the main reason for any change?
2100,question_text,"Important links to organisations, activity & change"
2101,question_text,Please tell me about any changes in the health of your household during this period.
2102,question_text,Has anything changed in the way you farm for home consumption or income in the last three years?
2103,question_text,What is the main reason for any change?
