text,female,older,key3,key4,key5,key6,key7,statement
"The GYA has impacted immensely on my personal and career development, professional network, capability to impact positively on young scientists, collaborators and my national young academy. In one respect, my professional network has greatly grown with my membership of the GYA with enhanced latitude for collaborative research and engagement. I was recently involved in putting up a proposal for the Africa Centres of Excellence for Development Impact (ACE Impact) Project on behalf of my University. This project involves the participation of regional and international collaborators. It was not difficult getting willing and capable collaborators from Ghana, Mauritius, Senegal and Zimbabwe from my GYA connections. The good news is that the bidding was successful. On another note the GYA has over the years enhanced my skills of mentorship, science communication and diplomacy through training opportunities that have been provided over the years. This has impacted positively on my voluntary support to younger scientists, collaborators and my national young academy, especially when I served as President of the body for 2 years. GYA gatherings were always opportunities to strengthen my ideas and have insights into new ideas which were always brought back home to drive one initiative or the other in my national young academy. Through these motivations, I was able to get a grant from the US Consulate in the commercial nerve centre of my Country to organise a capacity building workshop for young-early career women scientists in my country. My national young academy, with the support of the senior academy, thereafter got an IAP grant to replicate the workshop on a larger scale for young-early career women scientists in West Africa. It turned out to be a very successful event. My involvements in working group activities, the planning and execution of the 2nd Africa Young Academies Regional Conference in Mauritius, the GloSYS Africa Project etc. have greatly sharpened by team work, leadership and collaborative engagement skills. My membership and involvements in the GYA also opened many doors of opportunities for me for personal and professional development.",0,1,NA,NA,NA,NA,NA,343
"Since I became member of the GYA, I got respected in my institution and by colleagues. I was even nominated to be the President of a Network by I refused because as young scientist, I need to change thanks around me. With GYA, I got nominated to participate in a conference in Ghana. I meet colleagues from others countries so I learned how they are organized in their National Young Academy (NYA). When I went back I decided to create a NYA. So I contacted the secretary of the Senior Academy of Science whom is ready to help me and he is helping me to set NYA in my country. As member of the GYA, I got accepted to participate in a workshop in Beijing (China). Here, I met the executive director of the Integrated Research for Disaster Risk (IRDR) who is ready to help me set a create a research center on disaster management.  All those things are happening due to GYA.",0,0,NA,NA,NA,NA,NA,344
"The workshop organised by Sasha Kagansky in Edinburgh on artistic representation of science was most insightful and a formative experience that taught me that there is always science and arts, and always arts in science. Since then, I no longer feel comfortable being tagged as ""scientist"", which seems to narrow.    In particular, we learned that an ""artistic choice"" is required to convert scientific measurements into sound, but it is a choice that scientists make all the time when creating ""statistics"" of raw data. It is not a straightforward deterministic process.     This has added to me arguing for a holistic approach, viewing science as a humanity rather than restricting the human endeavour to ""disciplines"".    This experience might prove useful in further developing our new Centre for Exoplanet Science towards a non-disciplinary approach to both research and teaching across the sciences and humanities.",0,1,NA,NA,NA,NA,NA,345
"The GYA has impacted immensely on my personal and career development, professional network, capability to impact positively on young scientists, collaborators and my national young academy. In one respect, my professional network has greatly grown with my membership of the GYA with enhanced latitude for collaborative research and engagement. I was recently involved in putting up a proposal for the Africa Centres of Excellence for Development Impact (ACE Impact) Project on behalf of my University. This project involves the participation of regional and international collaborators. It was not difficult getting willing and capable collaborators from Ghana, Mauritius, Senegal and Zimbabwe from my GYA connections. The good news is that the bidding was successful. On another note the GYA has over the years enhanced my skills of mentorship, science communication and diplomacy through training opportunities that have been provided over the years. This has impacted positively on my voluntary support to younger scientists, collaborators and my national young academy, especially when I served as President of the body for 2 years. GYA gatherings were always opportunities to strengthen my ideas and have insights into new ideas which were always brought back home to drive one initiative or the other in my national young academy. Through these motivations, I was able to get a grant from the US Consulate in the commercial nerve centre of my Country to organise a capacity building workshop for young-early career women scientists in my country. My national young academy, with the support of the senior academy, thereafter got an IAP grant to replicate the workshop on a larger scale for young-early career women scientists in West Africa. It turned out to be a very successful event. My involvements in working group activities, the planning and execution of the 2nd Africa Young Academies Regional Conference in Mauritius, the GloSYS Africa Project etc. have greatly sharpened by team work, leadership and collaborative engagement skills. My membership and involvements in the GYA also opened many doors of opportunities for me for personal and professional development.",0,1,NA,NA,NA,NA,NA,346
"The GYA has impacted immensely on my personal and career development, professional network, capability to impact positively on young scientists, collaborators and my national young academy. In one respect, my professional network has greatly grown with my membership of the GYA with enhanced latitude for collaborative research and engagement. I was recently involved in putting up a proposal for the Africa Centres of Excellence for Development Impact (ACE Impact) Project on behalf of my University. This project involves the participation of regional and international collaborators. It was not difficult getting willing and capable collaborators from Ghana, Mauritius, Senegal and Zimbabwe from my GYA connections. The good news is that the bidding was successful. On another note the GYA has over the years enhanced my skills of mentorship, science communication and diplomacy through training opportunities that have been provided over the years. This has impacted positively on my voluntary support to younger scientists, collaborators and my national young academy, especially when I served as President of the body for 2 years. GYA gatherings were always opportunities to strengthen my ideas and have insights into new ideas which were always brought back home to drive one initiative or the other in my national young academy. Through these motivations, I was able to get a grant from the US Consulate in the commercial nerve centre of my Country to organise a capacity building workshop for young-early career women scientists in my country. My national young academy, with the support of the senior academy, thereafter got an IAP grant to replicate the workshop on a larger scale for young-early career women scientists in West Africa. It turned out to be a very successful event. My involvements in working group activities, the planning and execution of the 2nd Africa Young Academies Regional Conference in Mauritius, the GloSYS Africa Project etc. have greatly sharpened by team work, leadership and collaborative engagement skills. My membership and involvements in the GYA also opened many doors of opportunities for me for personal and professional development.",0,1,NA,NA,NA,NA,NA,347
It gave me the passion towards supporting the role of young scientists,0,1,NA,NA,NA,NA,NA,348
"GYA motivated me to set up the Benin Young Academy of Science, with their advices.",0,0,NA,NA,NA,NA,NA,349
"As the Secretary of SLAYS - the NYA of Sri Lanka, I have engaged with the GYA as our link to the global young scientist community. We have had numerous engagements, and I hope this is one minuscule way we can reciprocate the assistance extended to us. Although my application to the GYA was not successful, I consider it a priviledge to have been associated - connected with the GYA.   Our most recent engagement was our request for a message for our Open Forum. We really appreciate the time taken by Connie to motivate our membership by way of her video message.",0,1,NA,NA,NA,NA,NA,350
"This is the speech I gave at the AGM in Eindhoven, which describes some of my story (at the bottom is a link to a related blogpost as well): 

The Global Young Academy has changed my life. And I don<U+FFFD>t mean the 14,003 emails that passed through my inbox in the past two years as of this morning. Those changed my <U+FFFD>daily<U+FFFD> life. 

No I mean it: the GYA has changed my life, my life course. 

Three weeks ago I was in South-Africa to help with the second edition of the Africa Science Leadership Program. It<U+FFFD>s a program to build leadership capacity in Africa and to shape the science system. The fellows came from around the continent. Angola, Egypt, Kenia, Nigeria, Mauritius. Many of them have big plans. A meteorite scientist from Morocco wants to set up an African Space Agency. You can<U+FFFD>t say that that<U+FFFD>s not a vision. 

It was not the first time I was in South-Africa or with the ASLP, but this time the conversations I had, they caused a whirlwind in my head. They made me realize that I need to change research direction, focus more on big problems such as the current migration crisis and the wellbeing of those people who are on the move. I<U+FFFD>m a psychologist and I work on how people traumatic experiences, especially young people. But I have done that mostly in highly resourced areas. There is still work to do there, but these are marginal improvements in comparison. So I am changing direction.  

My shift in direction is credit to the GYA. This organization does make change happen, starting on a very personal level.

See also this related blogpost: https:--trauma-recovery.net-2016-05-06-a-tornado-in-my-head-  and Tolus article in Nature regarding researchers changing paths. 

Epilogue: in the past few years, an all very much related to the GYA, I have conducted several projects related to the topic of refugees and migration. With the efforts of others, this has culminated in the GYAs mentoring program for refugee scholars (and related activities), a documentary in which the GYA features, an academic symposium on integration of refugees and migrants and a forthcoming interdisciplinary edited volume ""Responsibility for Refugee and Migrant Integration"" with Jan-Christoph Heilinger and Karly Kehoe. In all these activities, scholars with a refugee background have been actively involved and vocal about what they find important.",1,0,NA,NA,NA,NA,NA,351
"As a white European scholar, the topic of ""trust in science"" meant certain things to me that I thought I understood more or less: skepticism of the ""elite"", the problem of money in academia etc. But when I discussed it with GYA members from other countries, I realized that it is much broader and more multi-faceted. I can mean lack of trust because of a perception that academics plagiarize each others work. It can mean lack of trustworthiness on the part of (young) scientists because of a lack of mentorship that would support them in their endeavors. And it can mean distrust in Western (!) science if those who preach it dont follow their own principles (e.g. not taking local medical treatment, which they offer to the local population, but being flown away when they catch a disease themselves). In my efforts to build the ""Trust in (Young) Scientists"" working group, this broader perspective has been extremely important for me. It will also inform my own research on this topic from a philosophical perspective.",1,0,NA,NA,NA,NA,NA,352
"This is the speech I gave at the AGM in Eindhoven, which describes some of my story (at the bottom is a link to a related blogpost as well): 

The Global Young Academy has changed my life. And I don<U+FFFD>t mean the 14,003 emails that passed through my inbox in the past two years as of this morning. Those changed my <U+FFFD>daily<U+FFFD> life. 

No I mean it: the GYA has changed my life, my life course. 

Three weeks ago I was in South-Africa to help with the second edition of the Africa Science Leadership Program. It<U+FFFD>s a program to build leadership capacity in Africa and to shape the science system. The fellows came from around the continent. Angola, Egypt, Kenia, Nigeria, Mauritius. Many of them have big plans. A meteorite scientist from Morocco wants to set up an African Space Agency. You can<U+FFFD>t say that that<U+FFFD>s not a vision. 

It was not the first time I was in South-Africa or with the ASLP, but this time the conversations I had, they caused a whirlwind in my head. They made me realize that I need to change research direction, focus more on big problems such as the current migration crisis and the wellbeing of those people who are on the move. I<U+FFFD>m a psychologist and I work on how people traumatic experiences, especially young people. But I have done that mostly in highly resourced areas. There is still work to do there, but these are marginal improvements in comparison. So I am changing direction.  

My shift in direction is credit to the GYA. This organization does make change happen, starting on a very personal level.

See also this related blogpost: https:--trauma-recovery.net-2016-05-06-a-tornado-in-my-head-  and Tolus article in Nature regarding researchers changing paths. 

Epilogue: in the past few years, an all very much related to the GYA, I have conducted several projects related to the topic of refugees and migration. With the efforts of others, this has culminated in the GYAs mentoring program for refugee scholars (and related activities), a documentary in which the GYA features, an academic symposium on integration of refugees and migrants and a forthcoming interdisciplinary edited volume ""Responsibility for Refugee and Migrant Integration"" with Jan-Christoph Heilinger and Karly Kehoe. In all these activities, scholars with a refugee background have been actively involved and vocal about what they find important.",1,0,NA,NA,NA,NA,NA,353
"The GYA has impacted immensely on my personal and career development, professional network, capability to impact positively on young scientists, collaborators and my national young academy. In one respect, my professional network has greatly grown with my membership of the GYA with enhanced latitude for collaborative research and engagement. I was recently involved in putting up a proposal for the Africa Centres of Excellence for Development Impact (ACE Impact) Project on behalf of my University. This project involves the participation of regional and international collaborators. It was not difficult getting willing and capable collaborators from Ghana, Mauritius, Senegal and Zimbabwe from my GYA connections. The good news is that the bidding was successful. On another note the GYA has over the years enhanced my skills of mentorship, science communication and diplomacy through training opportunities that have been provided over the years. This has impacted positively on my voluntary support to younger scientists, collaborators and my national young academy, especially when I served as President of the body for 2 years. GYA gatherings were always opportunities to strengthen my ideas and have insights into new ideas which were always brought back home to drive one initiative or the other in my national young academy. Through these motivations, I was able to get a grant from the US Consulate in the commercial nerve centre of my Country to organise a capacity building workshop for young-early career women scientists in my country. My national young academy, with the support of the senior academy, thereafter got an IAP grant to replicate the workshop on a larger scale for young-early career women scientists in West Africa. It turned out to be a very successful event. My involvements in working group activities, the planning and execution of the 2nd Africa Young Academies Regional Conference in Mauritius, the GloSYS Africa Project etc. have greatly sharpened by team work, leadership and collaborative engagement skills. My membership and involvements in the GYA also opened many doors of opportunities for me for personal and professional development.",0,1,NA,NA,NA,NA,NA,354
"GYA motivated me to set up the Benin Young Academy of Science, with their advices.",0,0,NA,NA,NA,NA,NA,355
The GYA has sparked the need for and the creation of young academies throughout the word. This movement is probably the most important result of the creation of the GYA. It has led to the realisation that early career has to be nurtured.,1,1,NA,NA,NA,NA,NA,356
"Frankly speaking, the most influential thing of GYA to me is the financial support (co-funding) to the AGM. My initial intentions to apply for GYA are 1) to get the glamour of being a GYA member  2) Good for CV   3) Able to go overseas to meet people (because it is hard to get a high percentage of sponsorship from the university)   4) possible research collaboration  5) of course, doing some contributions if possible since I always want to be a great scientist but I know my university work is very busy. However, after attending the first GYA, I felt great. I get to know multi-national and multi-disciplinary people. We all working together to tackle or voice out our opinions on the global issue, particularly science environment for young scientists. The most important, I learn about how members from different education system work effectively and also learn about their culture in daily life. I also find that what we are doing is very meaningful as a scientist. A scientist should not just publish as many papers as he-she can without considering the impact. Although the AGM themes usually are usually not related to my research field (which I think I cannot get any input for my research aspect), although if I attend GYA AGM, I will not have any chance to be sponsored by the university for another oversea academic conference anymore for that year, and although I had applied for a few research funding with GYA members but yet to get anyone, I still choose to attend GYA AGM every year rather than the conventional academic conference. In those conferences, friendship is not really built while in GYA AGM, we build the friendship because we work together on something voluntarily. After the second time attending AGM, I love it so much and till now I have never missed any AGM yet. In a few meeting with GYA members through Skype, I learnt that the chair controls the time very well within one hour. Also, I learnt that something looks tough can be slowly dissolved through step by step planning and  discussing of ideas. Note that, though my PhD supervisor is from the University of Cambridge, my entire education was carried out in Asia. I have never been nurtured by the western style of daring to voice out my opinion or daring to create a project to solve global issue etc. (Note: though many GYA members are from Asia, Africa and South America, they have studied in western countries) Furthermore, my English is not good. Through a few years of GYA membership, I observed and learnt this western characteristic gradually. To appreciate GYA, I involved in a few committee posts so that I make contributions as well. This year, I even accepted the challenge to be a co-lead of a working group. I have not had the courage to run for an EC post yet. The reasons are not having enough experience in this kind of organisation, as well as not enough time for my career. I am still striving to earn enough monthly salary for my family.",0,1,NA,NA,NA,NA,NA,357
"Since I became member of the GYA, I got respected in my institution and by colleagues. I was even nominated to be the President of a Network by I refused because as young scientist, I need to change thanks around me. With GYA, I got nominated to participate in a conference in Ghana. I meet colleagues from others countries so I learned how they are organized in their National Young Academy (NYA). When I went back I decided to create a NYA. So I contacted the secretary of the Senior Academy of Science whom is ready to help me and he is helping me to set NYA in my country. As member of the GYA, I got accepted to participate in a workshop in Beijing (China). Here, I met the executive director of the Integrated Research for Disaster Risk (IRDR) who is ready to help me set a create a research center on disaster management.  All those things are happening due to GYA.",0,0,NA,NA,NA,NA,NA,358
"Frankly speaking, the most influential thing of GYA to me is the financial support (co-funding) to the AGM. My initial intentions to apply for GYA are 1) to get the glamour of being a GYA member  2) Good for CV   3) Able to go overseas to meet people (because it is hard to get a high percentage of sponsorship from the university)   4) possible research collaboration  5) of course, doing some contributions if possible since I always want to be a great scientist but I know my university work is very busy. However, after attending the first GYA, I felt great. I get to know multi-national and multi-disciplinary people. We all working together to tackle or voice out our opinions on the global issue, particularly science environment for young scientists. The most important, I learn about how members from different education system work effectively and also learn about their culture in daily life. I also find that what we are doing is very meaningful as a scientist. A scientist should not just publish as many papers as he-she can without considering the impact. Although the AGM themes usually are usually not related to my research field (which I think I cannot get any input for my research aspect), although if I attend GYA AGM, I will not have any chance to be sponsored by the university for another oversea academic conference anymore for that year, and although I had applied for a few research funding with GYA members but yet to get anyone, I still choose to attend GYA AGM every year rather than the conventional academic conference. In those conferences, friendship is not really built while in GYA AGM, we build the friendship because we work together on something voluntarily. After the second time attending AGM, I love it so much and till now I have never missed any AGM yet. In a few meeting with GYA members through Skype, I learnt that the chair controls the time very well within one hour. Also, I learnt that something looks tough can be slowly dissolved through step by step planning and  discussing of ideas. Note that, though my PhD supervisor is from the University of Cambridge, my entire education was carried out in Asia. I have never been nurtured by the western style of daring to voice out my opinion or daring to create a project to solve global issue etc. (Note: though many GYA members are from Asia, Africa and South America, they have studied in western countries) Furthermore, my English is not good. Through a few years of GYA membership, I observed and learnt this western characteristic gradually. To appreciate GYA, I involved in a few committee posts so that I make contributions as well. This year, I even accepted the challenge to be a co-lead of a working group. I have not had the courage to run for an EC post yet. The reasons are not having enough experience in this kind of organisation, as well as not enough time for my career. I am still striving to earn enough monthly salary for my family.",0,1,NA,NA,NA,NA,NA,359
"The GYA has enabled me to be connected with some of the most exciting minds I have every met. I have had the privilege of attending a number of great educational institutions, and to be post-doc or employed at a number of many others. Nowhere have I met the range, depth and enthusiasm and internationalism of attendees like at one of the annual general meetings. I have made connections (I hope) for life at the GYA.        -  ANother story would be the possibility of becoming engaged hands-on in matters related to the Sustainable Development Goals. I have had the honor to participate in various IAP meetings of the SCience for Poverty Eradication Committee (Beijing, Halle) and was able to connect to scholars here working on the question of how science can best inform the implementation of the SDGs. I hope that I was able to make several suggestions in all these fora that could strengthen SDG implementation and improve the networking of science academies working towards SDG implementation (as some of my research is on SDG governance, this was extra helpful). ---> please help edit this story if you like to use it, we can fine.-tune or tailor it",0,0,NA,NA,NA,NA,NA,360
"Since I became member of the GYA, I got respected in my institution and by colleagues. I was even nominated to be the President of a Network by I refused because as young scientist, I need to change thanks around me. With GYA, I got nominated to participate in a conference in Ghana. I meet colleagues from others countries so I learned how they are organized in their National Young Academy (NYA). When I went back I decided to create a NYA. So I contacted the secretary of the Senior Academy of Science whom is ready to help me and he is helping me to set NYA in my country. As member of the GYA, I got accepted to participate in a workshop in Beijing (China). Here, I met the executive director of the Integrated Research for Disaster Risk (IRDR) who is ready to help me set a create a research center on disaster management.  All those things are happening due to GYA.",0,0,NA,NA,NA,NA,NA,361
"The process of establishing and supporting and being part of the Science Leadership Programs has been hugely influential for me. It has led to new friendships across borders, to deep learning about how we can collaborate, to insight in the process of creative problem solving and to new experiences as a facilitator. It has been fantastic to meet so many of our SLP fellows and get to know them over the course of an intensive week, and keep in touch with them over time. It has been inspirational to work with people like Bernard Slippers, who has a big vision for improving the state of science and its contribution to society in Africa. And it has been wonderful to learn from the facilitators of KnowInnovation-Inclusive Innovation, who have been so committed to partnering with us in developing a program with a strong ripple effect. Im very curious where it will lead us next.",1,0,NA,NA,NA,NA,NA,362
"The GYA has been very helpful in my work as Chair of a National Young Academy. I have been in constant touch with various members of the GYA who have been an important resource in helping me to build the organizational capacity as well as increase societal impact of my Young Academy. GYA members have been a source a great ideas and guidance so far. They have also helped to connect me, personally, to important opportunities for scientific and leadership development.",1,0,NA,NA,NA,NA,NA,363
"The GYA has impacted immensely on my personal and career development, professional network, capability to impact positively on young scientists, collaborators and my national young academy. In one respect, my professional network has greatly grown with my membership of the GYA with enhanced latitude for collaborative research and engagement. I was recently involved in putting up a proposal for the Africa Centres of Excellence for Development Impact (ACE Impact) Project on behalf of my University. This project involves the participation of regional and international collaborators. It was not difficult getting willing and capable collaborators from Ghana, Mauritius, Senegal and Zimbabwe from my GYA connections. The good news is that the bidding was successful. On another note the GYA has over the years enhanced my skills of mentorship, science communication and diplomacy through training opportunities that have been provided over the years. This has impacted positively on my voluntary support to younger scientists, collaborators and my national young academy, especially when I served as President of the body for 2 years. GYA gatherings were always opportunities to strengthen my ideas and have insights into new ideas which were always brought back home to drive one initiative or the other in my national young academy. Through these motivations, I was able to get a grant from the US Consulate in the commercial nerve centre of my Country to organise a capacity building workshop for young-early career women scientists in my country. My national young academy, with the support of the senior academy, thereafter got an IAP grant to replicate the workshop on a larger scale for young-early career women scientists in West Africa. It turned out to be a very successful event. My involvements in working group activities, the planning and execution of the 2nd Africa Young Academies Regional Conference in Mauritius, the GloSYS Africa Project etc. have greatly sharpened by team work, leadership and collaborative engagement skills. My membership and involvements in the GYA also opened many doors of opportunities for me for personal and professional development.",0,1,NA,NA,NA,NA,NA,364
"The GYA has impacted immensely on my personal and career development, professional network, capability to impact positively on young scientists, collaborators and my national young academy. In one respect, my professional network has greatly grown with my membership of the GYA with enhanced latitude for collaborative research and engagement. I was recently involved in putting up a proposal for the Africa Centres of Excellence for Development Impact (ACE Impact) Project on behalf of my University. This project involves the participation of regional and international collaborators. It was not difficult getting willing and capable collaborators from Ghana, Mauritius, Senegal and Zimbabwe from my GYA connections. The good news is that the bidding was successful. On another note the GYA has over the years enhanced my skills of mentorship, science communication and diplomacy through training opportunities that have been provided over the years. This has impacted positively on my voluntary support to younger scientists, collaborators and my national young academy, especially when I served as President of the body for 2 years. GYA gatherings were always opportunities to strengthen my ideas and have insights into new ideas which were always brought back home to drive one initiative or the other in my national young academy. Through these motivations, I was able to get a grant from the US Consulate in the commercial nerve centre of my Country to organise a capacity building workshop for young-early career women scientists in my country. My national young academy, with the support of the senior academy, thereafter got an IAP grant to replicate the workshop on a larger scale for young-early career women scientists in West Africa. It turned out to be a very successful event. My involvements in working group activities, the planning and execution of the 2nd Africa Young Academies Regional Conference in Mauritius, the GloSYS Africa Project etc. have greatly sharpened by team work, leadership and collaborative engagement skills. My membership and involvements in the GYA also opened many doors of opportunities for me for personal and professional development.",0,1,NA,NA,NA,NA,NA,365
"I never been in a workshop in leadership. It was a great experience because we were working in concepts that I applied in my activities as professor and researcher but I never was trained in this topics. The workshop allowed me to be conscious of some aspects that I have to improve in my work as professor in my courses and as director of undergraduate and graduate students. Also, it would be crucial in my activities as director of research projects.",0,1,NA,NA,NA,NA,NA,366
"I never been in a workshop in leadership. It was a great experience because we were working in concepts that I applied in my activities as professor and researcher but I never was trained in this topics. The workshop allowed me to be conscious of some aspects that I have to improve in my work as professor in my courses and as director of undergraduate and graduate students. Also, it would be crucial in my activities as director of research projects.",0,1,NA,NA,NA,NA,NA,367
"Leadership skills would have to be my second greatest benefit from the GYA. This is from two separate fronts.    The first is through the ASLP, learning skills of thought clustering, PPCO and effective feedback of ideas. Active listening, and how to maximise the contribution of everyone in the groups to develop innovative ideas. Ive used these skills in my own group, my institute, for GYA events at the AGM and within my work group. These have truly changed how I problem solve.     The second is negotiation skills developed though watching the interaction of member from different countries. The greatest example of have of this is being in Morocco with my work group and after a way of work we headed to the markets. One of members, who spoke arabic, although not their first language, did the bargaining for us.  There was always a lot of conversation and laughing before any negotiation on price occurred. To get the best price, they first developed a relationship with the store holder, found out about their family, and then used me and the fact that if they didnt give me they price I wanted then my friend would have to pay the difference. Thus, they leveraged the store owners humanity, not to adversely impact them, whilst they were trying to help me. And they did this by first developing a connecting with the owner.  It is a simple display of humanity and relationships and how to reach a mutually beneficial outcome. And I think of it every time I Iook at the rug in my lounge!",1,0,NA,NA,NA,NA,NA,368
"The Global Young Academy has been an incredible opportunity to develop synergy on various projects with leading young scientists from around the world. I have greatly valued putting ideas together with scholars from a range of disciplinary backgrounds on projects as varied as tuberculosis, biodiversity, global health, bioethics, and big data. And then, the opportunities to present these ideas to diverse audiences around the world and start implementing new projects has been truly inspiring and amazing!",0,0,NA,NA,NA,NA,NA,369
"The Global Young Academy has been an incredible opportunity to develop synergy on various projects with leading young scientists from around the world. I have greatly valued putting ideas together with scholars from a range of disciplinary backgrounds on projects as varied as tuberculosis, biodiversity, global health, bioethics, and big data. And then, the opportunities to present these ideas to diverse audiences around the world and start implementing new projects has been truly inspiring and amazing!",0,0,NA,NA,NA,NA,NA,370
"1) I have found many new long lasting friends here.  They are very eager to help among another.  2) Another GYA member and I  have a joint research grant together.  3) In addition, we also had a joint research publication in a very high impact journal.  4) As a member or alumni, GYA has given me opportunities in participating in many world-class meetings.  5) Ive learnt to lead discussions and wrote a whitepaper report which is not in my scientific field.  6) Many of my GYA friends have introduced me to their home cities and beers!  7) I am extremely proud to help establish the organization and continue to see its growth.",0,1,NA,NA,NA,NA,NA,371
"1) I have found many new long lasting friends here.  They are very eager to help among another.  2) Another GYA member and I  have a joint research grant together.  3) In addition, we also had a joint research publication in a very high impact journal.  4) As a member or alumni, GYA has given me opportunities in participating in many world-class meetings.  5) Ive learnt to lead discussions and wrote a whitepaper report which is not in my scientific field.  6) Many of my GYA friends have introduced me to their home cities and beers!  7) I am extremely proud to help establish the organization and continue to see its growth.",0,1,NA,NA,NA,NA,NA,372
"The Global Young Academy has been an incredible opportunity to develop synergy on various projects with leading young scientists from around the world. I have greatly valued putting ideas together with scholars from a range of disciplinary backgrounds on projects as varied as tuberculosis, biodiversity, global health, bioethics, and big data. And then, the opportunities to present these ideas to diverse audiences around the world and start implementing new projects has been truly inspiring and amazing!",0,0,NA,NA,NA,NA,NA,373
"If I think about the greatest lasting effect of the GYA on me as a person, excluding benefits only to my career, the most significant impact the GYA has had on me is the network of friends I have built who are passionate about improving society through the work they do and the activities they volunteer on and they way they have changed my thinking.    Bring a part of the GYA is inspirational. Sometimes it can be overwhelming as you compare yourself to the achievements of others, but generally this is inspiring!! What I have actually found is that we often judge ourselves compared to the achievements of others (in this very successful group) but when you speak to anyone, they have the same sense about you. Perhaps it is the feeling that we are bigger than our parts. That we can work together to come up with really novel interdisciplinary and truly global responses to pressing issues. The global perspective is one of the greatest benefits I have felt from these interactions with colleagues.   To give one specific story, will be the ECs response to the request from our funders to have a GYA initiative in response to the EU immigrations crisis.  In 2016 there was so much media attention on immigration of refugees of war into europe, and how europe was going to deal with this crisis. Whilst the fleeing of thousands of innocent people from war was truly a humanitarian crisis, the perspective in the media came more from this being a social crisis for the countries to which the immigrant were feeling, that they now had to deal with.  Thus, when the GYA held a meeting regarding europes response to this immigrate crisis, EC members from Africa countries brought to the table their objection to just an initiative, given the millions of refugees of war that Africa countries have been supporting for  years, with no media attention. Thier perspective was that in their countries, refugees were brought in and supported as brothers and sisters in need, not as invaders.   This discussion will remain with me forever and continues to highlight the advantage to understanding a different perspective to global issues. but more importantly, the need to ensure that Europe and America do not dominate the conversation and perspective. That we continue to draw on the perspectives from a diverse experience.",1,0,NA,NA,NA,NA,NA,374
"GYA co-organised the ASEAN Science Leadership Programme in Kuala Lumpur in 2017 and I was one of the participants. This event has a positive impact on me as it opened the door for me to know many researchers in the ASEAN region. I learned a lot from this event and it also allowed me to learn what other Young Academies in the region are doing. One of the projects that came out from the ASEAN Science Leadership Programme is the Responsible Conduct of Research Programme. After some planning and with the strong support of GYA members in the ASEAN region, ASEAN has established the ASEAN Young Scientists Network and the Responsible Conduct of Research Programme will be one of the key programmes of this ASEAN network.     In addition, I feel that the existence of GYA is very important because it acts as a cohesive network for all other Young Academies. It makes all the Young Academies feel that we are part of a larger global community. When I talk about my own Young Academy, which I often do, I always talk about how our Young Academy is also part of GYA and that gives our Young Academy more credibility and clout.",0,0,NA,NA,NA,NA,NA,375
"For me it was amazing to meet all of young leaders from different fields, from different places of the world. I was always attending specialized meeteings and conferences, but this was something totally different. It is really great, to have all people with different experience and background, but with something very important and common: they are active part of the world, they are really willing to make changes in this world. For me this is the most important part of GYA-    Another important part is Workgroup Bio2Bio, which started at GYA, but I believe it will be very important worldwide, with national institutions of many countries and international institutions to be actively involved.",0,1,NA,NA,NA,NA,NA,376
"The Global Young Academy has been an incredible opportunity to develop synergy on various projects with leading young scientists from around the world. I have greatly valued putting ideas together with scholars from a range of disciplinary backgrounds on projects as varied as tuberculosis, biodiversity, global health, bioethics, and big data. And then, the opportunities to present these ideas to diverse audiences around the world and start implementing new projects has been truly inspiring and amazing!",0,0,NA,NA,NA,NA,NA,377
"I think that the GYA itself is a most powerful science diplomacy effort. In 2012, the socialisation of GYA members clustered with regard to different regions of the world. During the final dinner, there was a table with African participants, one with East Asian and South East Asian participants, one with Europeans and North Americans, and only one with a rather mixed group (which I was sitting at). In contrast, in 2016, it was all mixed.     I much enjoyed learning more about a large number of countries to which I did not have any connection before. Moreover, it is instructive to see how people in places that are geographically far separated are affected by similar issues, and how this works out with the specific local context.     In my opinion, this experience has proven the notion that there are issues for developing countries and other issues for developed countries plainly wrong, and the GYA should not promote such a distinction.    Having been involved in capacity building in the Middle East before, I am now also a member of the Advisory Board of the Vietnam Young Academy, and am looking forward to attend the Science Forum South Africa in order to learn more about and from Africa.    My experience of learning from other GYA members from across the world has also created a drive to combat negative prejudice about various regions of the world.",0,1,NA,NA,NA,NA,NA,378
"The Global Young Academy has been an incredible opportunity to develop synergy on various projects with leading young scientists from around the world. I have greatly valued putting ideas together with scholars from a range of disciplinary backgrounds on projects as varied as tuberculosis, biodiversity, global health, bioethics, and big data. And then, the opportunities to present these ideas to diverse audiences around the world and start implementing new projects has been truly inspiring and amazing!",0,0,NA,NA,NA,NA,NA,379
"In a recent conference, I have personally seen how GYA is making tremendous efforts to communicate science to the civic society and contributing to spreading awareness about the UNs SDGs and also rallying for everyone to make an effort. GYA is in a perfect position, consisting of scientists from all over the world whom some Ive met to do amazing things in all sorts of fields which will certainly benefit humanity, society and the environment. Without the support of the GYA, I would not have had the opportunity to meet some of the members of the GYA and attended both the leadership workshop and conference. The leadership workshop was an eye-opening experience and was certainly instrumental in providing some bearings for me to navigate my next path in life as a scientist. I feel extremely inspired and motivated to do more and see how I can contribute to my country, science and the world as a whole.",1,0,NA,NA,NA,NA,NA,380
